QUEST_20180327_000181	Monks are different from other Cleric faiths in that they pay service to the goddesses not through their relation to Them, but through self-training.{nl}However, by breaking his deal with the Corsair Master and refusing to pay, Grimm has disregarded even the values any good business person should have.{nl}Although I do agree that, as Monk Master, keeping a promise to a pirate would do nothing but harm.	몽크는 여신과의 관계가 아니라 스스로의 수련을 바탕으로 여신에게 봉사하기 때문에 신앙관이 다른 성직자와 다릅니다.{nl} 그렇지만 올파스 그림이 커세어 마스터와 맺은 계약을 어기고 대금을 주지 않은 일은 상인들도 지닌 신용과 믿음을 저버린 행위입니다.{nl} 그러나 몽크 마스터인 그는 해적 따위와의 약속을 지키는 일이 오히려 세상에 해롭다고 생각합니다.	소녀
QUEST_20180327_000182	Monks believe it is right to do not what the goddesses want, but what the goddesses need.{nl}For people like Olfas Grimm, their physical training only reinforces this belief, the idea that anything is justifiable if it is for the sake of the goddesses.{nl}It came as a surprise to everyone when, without hesitation, he broke the double contract he had signed with the Schwarzer Reiter and Doppelsoeldner Masters.	몽크들의 신앙관에 따르면 성직자는 여신이 원하는 일이 아니라 여신에게 필요한 일을 해야 합니다.{nl} 몽크 마스터 올파스 그림은 신체의 단련이 깊어질수록 이러한 신념도 깊어져 크게 봐서 여신을 위하는 일이라고 생각되면 무엇이든 할 수 있는 위험한 사람입니다.{nl} 그가 슈바르츠라이터 마스터와 도펠죌트너 마스터 두 사람을 상대로 이중계약을 하고 심지어 그것을 서슴없이 깨뜨릴 때, 그 사실을 안 사람들은 모두 놀라지 않을 수 없었습니다.	소녀
QUEST_20180327_000183	Nemoken borrowed a large sum from the Monk Master in order to lure assassin Evoniphon by pretending to hire him.{nl}In the end, she could neither catch Evoniphon not return the money.{nl}This was a chance for the Monk Master to find her weakness.{nl}He may have no plans to take advantage of this weakness yet, but he surely won't forget it after they are even.	니모켄은 청부살인업자 에보니폰을 거짓으로 고용하는 척 하면서 유인하기 위해 거액을 몽크 마스터에게 빌렸습니다.{nl} 그러나 결국 에보니폰은 잡지 못했고, 들어간 돈은 회수하지 못했습니다.{nl} 따라서 그는 몽크마스터에게 단단히 약점을 잡힌 셈입니다.{nl} 몽크 마스터는 당장은 이 점을 이용할 계획이 없지만, 절대로 그냥 채무관계를 해소하지는 않을 것입니다.	소녀
QUEST_20180327_000184	It's true that Hayraven, the Corsair Master, has become kinder after Medzio Diena forced him to return to solid ground.{nl}But that does not excuse all the crimes he commited before that.	커세어 마스터 하이레이번은 신수의 날로 육지에 오르게 되면서 인간성이 많이 너그러워졌습니다.{nl} 그러나 그렇다고 해서 그가 이전에 저지른 수많은 범죄 행위가 용서 받을 수는 없습니다.	소녀
QUEST_20180327_000185	Hayraven was always most violent when attacking other pirate ships.{nl}Many were the times when he pillaged whole merchant vessels, and to rival pirates he was particularly cruel.{nl}He did not kill those whom he captured; instead he sent them over to the Monk Master, but he never received payment for it. You can see why Hayraven isn't very fond of Olfas Grimm now.	커세어 마스터 하이레이번이 가장 심하게 습격한 배는 같은 해적들의 배입니다.{nl} 상선에게선 재물만 털고 보내는 일도 있었지만, 경쟁자인 다른 해적들에게는 무자비한 사람이었습니다.{nl} 그런 그가 사로잡은 포로들을 죽이지 않고 몽크마스터 올파스 그림에게 넘겼는데 돈을 받지 못했으니 하이레이번이 몽크 마스터를 얼마나 싫어할지 짐작하실 수 있을 겁니다.	소녀
QUEST_20180327_000186	In a way, Hayraven is someone in charge of his own destiny.{nl}In the eyes of the goddesses, he is no more important than the Great Pirate Vladslovas whom he had killed.{nl}Ultimately, he turned fate in his favor out of sheer will.{nl}And perhaps a little help from his cunning nature...	어떤 면에서 커세어 마스터 하이레이번은 자신의 운명을 스스로 개척한 사람입니다.{nl} 여신의 운명의 물레 위에서 그가 죽인 대해적 블라디슬로바스와 하이레이번의 무게는 차이가 없었습니다.{nl} 그 운명의 균형을 깨뜨린 것은 그의 의지입니다.{nl} 아니면 그의 교활함이거나…	소녀
QUEST_20180327_000187	Had Jurate, goddess of the sea, been a little more interested in the lives of humans, the sea would have been peaceful, with or without the royal navy.{nl}When She did come into contact with humans again, Hayraven was already on land after losing his ship.{nl}It was all due to Medzio Diena.	바다의 여신 유라테가 조금만 인간에게 관심을 기울였다면, 왕국 해군이 있건 없건, 바다는 평화로왔을 것입니다.{nl} 그러나 막상 유라테 여신이 인간과 다시 접촉을 재개하는데 상황에서, 커세어 마스터 하이레이번은 배를 잃고 육지로 올라와 있습니다.{nl} 모든 것이 신수의 날이 가져온 변화입니다.	소녀
QUEST_20180327_000188	The only reason why the Corsair Master is not preparing to return to the sea now that the royal navy is weakened, is that there aren't as many ships sailing anymore.{nl}It may sound contradictory, but him going back to the sea would be a sign of the Kingdom returning to normal life.	신수의 날로 왕국 해군이 큰 타격을 받은 지금, 커세어 마스터가 다시 바다로 나갈 준비를 서두르지 않는 이유는 세상이 어렵기 때문에 항해하는 선박이 줄어든 탓입니다.{nl} 모순적인 말이지만, 그가 바다로 다시 나가는 날이 온다면, 그것은 왕국의 일상이 회복되어 간다는 증거가 될 수 있습니다.	소녀
QUEST_20180327_000189	Before Medzio Diena, the Corsair Master came across a few of the Doppelsoeldner Master's soldiers at sea and destroyed their ship.{nl}Guerra, the Doppelsoeldner Master, has hated him since.{nl}Both Masters aren't the type to shy away from one-on-one confrontations, but neither do they tend to get involved in anything that isn't profitable.{nl}It's hard to even say who would win if they were ever to face each other.	신수의 날 이전에 도펠죌트너 마스터 그에라의 부하 용병들이 배를 타고 가다가 커세어 마스터 하이레이번의 해적선을 만나 전멸한 일이 있습니다.{nl} 그 이후로 그에라는 하이레이번을 무척 싫어합니다.{nl} 두 사람 모두 일대일의 대결을 사양하는 사람은 아니지만, 반대로 두 사람 모두 돈 안 되는 일은 하지 않는 성향이라 둘간의 결투가 일어날지 아닐지는 알 수 없는 일입니다.{nl} 그 대결의 승패를 포함해서 말입니다.	소녀
QUEST_20180327_000190	After Olfas Grimm broke his contract with the Doppelsoeldner Master and embezzled the money, he's been searching for legal ways to take revenge on the Monk Master.{nl}He would not be satisfied with merely having him killed.	몽크 마스터 올파스 그림이 계약을 일방적으로 어기고 돈을 가로챈 뒤 도펠죌트너 마스터는 언젠간 합법적이고 공개적인 방법으로 몽크 마스터를 혼내줄 방법을 찾고 있습니다.{nl} 그냥 죽이거나 하는 일은 그에게는 흡족하지 않은 일입니다.	소녀
QUEST_20180327_000191	As leaders of mercenary groups, the Doppelsoeldner and Schwarzer Reiter Masters haven't always been on good terms.{nl}But after the contract misadventure with the Monk Master, his grudge became only deeper.	경쟁하는 용병단을 이끄는 처지에서 도펠죌트너 마스터는 전부터 슈바르츠라이터 마스터와는 사이가 좋은 편이 아니었습니다.{nl} 그런데 몽크 마스터와 관련된 계약 사건이 잘못되면서부터는 그 앙금이 더 깊어졌습니다.	소녀
QUEST_20180327_000192	Unlike the Schwarzer Reiter Master, Guerra values his group's reputation, authority, and most of all, profits.{nl}He believes these factors to be crucial when it comes to increasing their combat power and strategic expertise.	워시크 크리스 슈바르츠라이터 마스터와는 달리 도펠죌트너 마스터 그에라는 용병단의 명성과 위세 그리고 금전상의 이익을 중요시합니다.{nl} 무예와 전략과 전술 등은 모두 이것을 더 극대화하기 위해 존재한다고 그는 생각합니다.	소녀
QUEST_20180327_000193	Guerra is not, in fact, the Doppelsoeldner Master's birth name.{nl}Many assume that, by adopting a new name, he was either attempting to disguise his noble ancestry due to his activities as a mercenary leader, or the opposite, his low-class origins.{nl}I do know the truth about his heritage, but I mustn't reveal a personal secret.	도펠죌트너 마스터의 이름인 그에라는 본명이 아닙니다.{nl} 따라서 사람들은 그가 귀족 출신이지만, 바로 그렇기 때문에 요병단을 이끄는 처지에서 이름을 감춘다고 생각하기도 하고, 반대로 워낙 신분이 낮은 출신이어서 그렇다고도 합니다.{nl} 저는 그 진실을 알고 있지만, 그의 사적인 비밀을 지키기 위해 아무 말도 드릴 수 없습니다.	소녀
QUEST_20180327_000194	Warsis, the Schwarzer Reiter Master, originally descends from a family of commoners.{nl}He adopted his surname from subordinates and enemies who, astounded by his competence, gave him the nickname of Creak.	슈바르츠라이터 마스터 워시스는 평민 출신의 현재의 지위를 달성한 인물입니다.{nl} 크리크라는 성은 그의 부하들과 적들이 그의 능력에 감탄하여 붙여준 별명을 성으로 삼은 것입니다.	소녀
QUEST_20180327_000195	Unlike the Doppelsoeldner Master and his mercenaries, the Schwarzer Reiter Master is more akin to a war aficionado.{nl}He promotes comradeship among his mercenaries, with all profits earned benefiting both him and his subordinates.{nl}An ideal troupe to him is one of talented warriors joined together by deep comradeship and strict military discipline.	도펠죌트너 마스터와 그의 용병단과는 달리 슈바르츠라이터 마스터 워시스 크리크는 전투광에 가깝습니다.{nl} 그러므로 그는 용병단의 전우애를 강조하며, 돈을 버는 목적도 그가 이끄는 용병단과 그 단원들의 윤택함에 있습니다.{nl} 엄격한 군율과 뜨거운 전우애를 바탕으로 뛰어난 실력자들이 모인 집단이 그가 바라는 이상적인 용병단의 모습입니다.	소녀
QUEST_20180327_000196	Upon learning about what happened to the subordinates he had taken over from the Monk Master, the Schwarzer Reiter Master was as furious as if he had been personally attacked himself.{nl}Since this incident, Warsis Creak despises the Monk Master, but also Hayraven and the Doppelsoeldner Master, due to what he considers a dishonest management of mercenaries.	몽크 마스터 올파스 그림에게서 인수하여 넘겨 받은 부하들이 겪은 일을 알게된 슈바르츠라이터 마스터는 비록 그 일이 자신의 부하가 되기 전의 일이라도 자신의 일처럼 여기고 같이 분노했습니다.{nl} 그 이후로 워시스 크리크는 몽크 마스터 올파스 그림을 매우 싫어하며 커세어 마스터 하이레이번은 물론 자신이 보기에 비정상적으로 용병단을 운영하는 도펠죌트너 마스터도 혐오합니다.	소녀
QUEST_20180327_000197	Warsis Creak, the Schwarzer Reiter Master, is a prime figure in the military field.{nl}He is a man of astounding combat prowess and strategic technique, but also of considerable social and cultural refinement.{nl}The reason he hasn't applied for the royal army is that he believes he would be unable to experiment with and master diverse types of weapons and techniques.	슈바르츠라이터 마스터 워시스 크리크는 군인으로서 최상급의 인물입니다.{nl} 개인 전투력, 전략과 전술 능력은 물론 정치, 사회, 문화적 교양도 적지 않고 총명합니다.{nl} 그가 왕국군에 봉사하지 않는 이유는 왕국법에 묶인 정규군에서는 그가 원하는 다양한 무기와 전술을 시험해 볼 수 없다고 생각하기 때문입니다.	소녀
QUEST_20180327_000198	As a leader with fairly liberal views, the Schwarzer Reiter Master will not hesitate to introduce new guns or other weapons to his group of mercenaries.{nl}Because of this, he is considered to be the most decent Master among the four who run mercenary troupes.	슈바르츠라이터 마스터 워시스 크리크는 개방적인 사고를 지녔기에 자신의 용병단에 총이든 뭐든 새로운 무기를 적용하는 일을 주저하지 않습니다.{nl} 이런 면에서 그는 서로 반목하는 4인인 커세어 마스터, 몽크 마스터, 도펠죌트너 마스터 가운데 가장 정상인이라는 평을 듣고 있습니다.	소녀
